x-axis,1,2
second,Volt,Volt
-10.0200E-03,-1.4914573E+00,-26.3846736E+00
-10.0100E-03,-1.4800251E+00,-26.6233670E+00
-10.0000E-03,-1.4817839E+00,-26.6484927E+00
-9.9900E-03,-1.5143216E+00,-26.7489952E+00
-9.9800E-03,-1.4914573E+00,-26.3846736E+00
-9.9700E-03,-1.4800251E+00,-26.6233670E+00
-9.9600E-03,-1.5011306E+00,-26.6484927E+00
-9.9500E-03,-1.4914573E+00,-26.7489952E+00
-9.9400E-03,-1.4958543E+00,-26.7238695E+00
-9.9300E-03,-1.4914573E+00,-26.6233670E+00
-9.9200E-03,-1.5099246E+00,-26.7866836E+00
-9.9100E-03,-1.5195980E+00,-27.1510052E+00
-9.9000E-03,-1.5195980E+00,-26.7866836E+00
-9.8900E-03,-1.4914573E+00,-26.7866836E+00
-9.8800E-03,-1.5195980E+00,-26.7866836E+00
-9.8700E-03,-1.5451005E+00,-27.1510052E+00
-9.8600E-03,-1.5195980E+00,-27.1258796E+00
-9.8500E-03,-1.5195980E+00,-26.9500002E+00
-9.8400E-03,-1.5380653E+00,-27.0505027E+00
-9.8300E-03,-1.5451005E+00,-27.1510052E+00
-9.8200E-03,-1.5195980E+00,-27.1258796E+00
-9.8100E-03,-1.5081658E+00,-26.7866836E+00
-9.8000E-03,-1.5195980E+00,-27.0505027E+00
-9.7900E-03,-1.5195980E+00,-27.1510052E+00
-9.7800E-03,-1.5239950E+00,-27.1886937E+00
-9.7700E-03,-1.5310301E+00,-26.9500002E+00
-9.7600E-03,-1.5380653E+00,-26.9248746E+00
-9.7500E-03,-1.5477387E+00,-27.1886937E+00
-9.7400E-03,-1.5195980E+00,-27.1258796E+00
-9.7300E-03,-1.5477387E+00,-27.0253771E+00
-9.7200E-03,-1.5011306E+00,-26.9248746E+00
-9.7100E-03,-1.5451005E+00,-26.8243721E+00
-9.7000E-03,-1.5477387E+00,-26.8494977E+00
-9.6900E-03,-1.5310301E+00,-27.1886937E+00
-9.6800E-03,-1.5195980E+00,-26.7866836E+00
-9.6700E-03,-1.5195980E+00,-27.1510052E+00
-9.6600E-03,-1.5433417E+00,-26.8494977E+00
-9.6500E-03,-1.5195980E+00,-26.7866836E+00
-9.6400E-03,-1.5292713E+00,-26.6484927E+00
-9.6300E-03,-1.4940955E+00,-27.1886937E+00
-9.6200E-03,-1.5389447E+00,-27.1258796E+00
-9.6100E-03,-1.5195980E+00,-26.7866836E+00
-9.6000E-03,-1.5380653E+00,-26.7866836E+00
-9.5900E-03,-1.5195980E+00,-27.1886937E+00
