x-axis,1,2
second,Volt,Volt
-10.0200E-03,-529.3970E-03,-365.6332E-03
-10.0100E-03,-522.6131E-03,-362.1156E-03
-10.0000E-03,-530.6533E-03,-366.8894E-03
-9.9900E-03,-522.6131E-03,-366.8894E-03
-9.9800E-03,-522.6131E-03,-373.6734E-03
-9.9700E-03,-530.6533E-03,-366.8894E-03
-9.9600E-03,-535.9296E-03,-372.1658E-03
-9.9500E-03,-538.6935E-03,-374.9296E-03
-9.9400E-03,-529.3970E-03,-368.1457E-03
-9.9300E-03,-533.9196E-03,-371.6633E-03
-9.9200E-03,-538.6935E-03,-374.9296E-03
-9.9100E-03,-530.6533E-03,-374.1759E-03
-9.9000E-03,-544.2211E-03,-374.9296E-03
-9.8900E-03,-535.4271E-03,-370.1558E-03
-9.8800E-03,-535.9296E-03,-374.9296E-03
-9.8700E-03,-538.6935E-03,-368.3970E-03
-9.8600E-03,-530.6533E-03,-373.6734E-03
-9.8500E-03,-538.6935E-03,-379.7035E-03
-9.8400E-03,-538.6935E-03,-380.2060E-03
-9.8300E-03,-531.4070E-03,-374.9296E-03
-9.8200E-03,-545.4774E-03,-374.9296E-03
-9.8100E-03,-538.6935E-03,-374.9296E-03
-9.8000E-03,-538.6935E-03,-380.2060E-03
-9.7900E-03,-539.4472E-03,-375.6834E-03
-9.7800E-03,-538.6935E-03,-374.9296E-03
-9.7700E-03,-538.6935E-03,-378.1960E-03
-9.7600E-03,-538.6935E-03,-374.9296E-03
-9.7500E-03,-538.6935E-03,-375.6834E-03
-9.7400E-03,-539.9497E-03,-373.6734E-03
-9.7300E-03,-543.4673E-03,-379.7035E-03
-9.7200E-03,-543.9698E-03,-382.9698E-03
-9.7100E-03,-546.7337E-03,-375.6834E-03
-9.7000E-03,-539.9497E-03,-374.9296E-03
-9.6900E-03,-541.9598E-03,-378.1960E-03
-9.6800E-03,-538.6935E-03,-374.9296E-03
-9.6700E-03,-538.6935E-03,-367.6432E-03
-9.6600E-03,-538.6935E-03,-381.7136E-03
-9.6500E-03,-543.4673E-03,-373.4221E-03
-9.6400E-03,-543.9698E-03,-374.9296E-03
-9.6300E-03,-540.2010E-03,-374.9296E-03
-9.6200E-03,-531.9095E-03,-374.9296E-03
-9.6100E-03,-533.9196E-03,-374.9296E-03
-9.6000E-03,-538.6935E-03,-380.2060E-03
-9.5900E-03,-545.9799E-03,-382.2161E-03
-9.5800E-03,-538.6935E-03,-374.9296E-03
-9.5700E-03,-533.9196E-03,-374.9296E-03
-9.5600E-03,-535.9296E-03,-372.1658E-03
