x-axis,1,2
second,Volt,Volt
+79.0000E-06,+48.2412055E-03,+86.1809036E-03
+79.2500E-06,+40.4522609E-03,+88.1909538E-03
+79.5000E-06,+54.5226125E-03,+86.6834162E-03
+79.7500E-06,+40.2010046E-03,+84.1708534E-03
+80.0000E-06,+48.2412055E-03,+86.1809036E-03
+80.2500E-06,+40.4522609E-03,+88.4422101E-03
+80.5000E-06,+48.2412055E-03,+80.4020092E-03
+80.7500E-06,+48.2412055E-03,+92.7135668E-03
+81.0000E-06,+48.2412055E-03,+88.4422101E-03
+81.2500E-06,+40.4522609E-03,+88.4422101E-03
+81.5000E-06,+56.2814064E-03,+88.4422101E-03
+81.7500E-06,+44.4723613E-03,+88.4422101E-03
+82.0000E-06,+54.0200999E-03,+94.2211045E-03
+82.2500E-06,+56.2814064E-03,+88.4422101E-03
+82.5000E-06,+58.0402004E-03,+94.7236171E-03
+82.7500E-06,+56.2814064E-03,+96.4824110E-03
+83.0000E-06,+59.7989943E-03,+94.2211045E-03
+83.2500E-06,+48.2412055E-03,+96.4824110E-03
+83.5000E-06,+49.9999995E-03,+98.2412050E-03
+83.7500E-06,+60.5527632E-03,+100.7537678E-03
+84.0000E-06,+64.3216074E-03,+96.4824110E-03
+84.2500E-06,+64.0703511E-03,+96.7336673E-03
+84.5000E-06,+62.5628134E-03,+98.2412050E-03
+84.7500E-06,+60.0502506E-03,+100.2512552E-03
+85.0000E-06,+64.3216074E-03,+102.2613054E-03
+85.2500E-06,+64.3216074E-03,+104.5226119E-03
+85.5000E-06,+58.0402004E-03,+96.4824110E-03
+85.7500E-06,+60.0502506E-03,+104.5226119E-03
+86.0000E-06,+64.3216074E-03,+96.4824110E-03
+86.2500E-06,+64.5728636E-03,+104.2713557E-03
+86.5000E-06,+70.6030143E-03,+102.7638180E-03
+86.7500E-06,+64.3216074E-03,+112.5628129E-03
+87.0000E-06,+70.1005018E-03,+104.5226119E-03
+87.2500E-06,+64.3216074E-03,+96.7336673E-03
+87.5000E-06,+70.6030143E-03,+104.5226119E-03
+87.7500E-06,+68.0904515E-03,+108.7939687E-03
+88.0000E-06,+72.3618083E-03,+104.5226119E-03
+88.2500E-06,+64.5728636E-03,+104.5226119E-03
+88.5000E-06,+72.3618083E-03,+104.5226119E-03
+88.7500E-06,+76.6331650E-03,+108.2914561E-03
+89.0000E-06,+80.4020092E-03,+98.7437175E-03
+89.2500E-06,+72.3618083E-03,+105.0251245E-03
+89.5000E-06,+78.6432152E-03,+112.5628129E-03
+89.7500E-06,+72.3618083E-03,+116.8341696E-03
