x-axis,1,2
second,Volt,Volt
-5.000000E-03,+410.050247E-03,+402.010046E-03
-4.995000E-03,+395.979895E-03,+402.010046E-03
-4.990000E-03,+397.989945E-03,+402.010046E-03
-4.985000E-03,+399.999996E-03,+402.010046E-03
-4.980000E-03,+402.010046E-03,+393.969845E-03
-4.975000E-03,+395.979895E-03,+393.969845E-03
-4.970000E-03,+402.010046E-03,+397.989945E-03
-4.965000E-03,+399.999996E-03,+393.969845E-03
-4.960000E-03,+393.969845E-03,+385.929644E-03
-4.955000E-03,+387.939694E-03,+385.929644E-03
-4.950000E-03,+389.949745E-03,+389.949745E-03
-4.945000E-03,+385.929644E-03,+383.919594E-03
-4.940000E-03,+385.929644E-03,+385.929644E-03
-4.935000E-03,+395.979895E-03,+383.919594E-03
-4.930000E-03,+385.929644E-03,+385.929644E-03
-4.925000E-03,+379.899493E-03,+377.889443E-03
-4.920000E-03,+385.929644E-03,+385.929644E-03
-4.915000E-03,+385.929644E-03,+377.889443E-03
-4.910000E-03,+373.869343E-03,+377.889443E-03
-4.905000E-03,+377.889443E-03,+377.889443E-03
-4.900000E-03,+377.889443E-03,+369.849242E-03
-4.895000E-03,+377.889443E-03,+377.889443E-03
-4.890000E-03,+377.889443E-03,+373.869343E-03
-4.885000E-03,+369.849242E-03,+375.879393E-03
-4.880000E-03,+369.849242E-03,+369.849242E-03
-4.875000E-03,+365.829142E-03,+367.839192E-03
-4.870000E-03,+365.829142E-03,+365.829142E-03
-4.865000E-03,+367.839192E-03,+361.809041E-03
-4.860000E-03,+361.809041E-03,+361.809041E-03
-4.855000E-03,+363.819092E-03,+359.798991E-03
-4.850000E-03,+361.809041E-03,+353.768840E-03
-4.845000E-03,+361.809041E-03,+361.809041E-03
-4.840000E-03,+353.768840E-03,+353.768840E-03
-4.835000E-03,+355.778891E-03,+353.768840E-03
-4.830000E-03,+353.768840E-03,+353.768840E-03
-4.825000E-03,+359.798991E-03,+351.758790E-03
-4.820000E-03,+353.768840E-03,+345.728640E-03
-4.815000E-03,+353.768840E-03,+345.728640E-03
-4.810000E-03,+353.768840E-03,+345.728640E-03
-4.805000E-03,+347.738690E-03,+337.688439E-03
-4.800000E-03,+345.728640E-03,+337.688439E-03
-4.795000E-03,+345.728640E-03,+335.678388E-03
-4.790000E-03,+345.728640E-03,+333.668338E-03
-4.785000E-03,+339.698489E-03,+331.658288E-03
-4.780000E-03,+337.688439E-03,+329.648238E-03
-4.775000E-03,+337.688439E-03,+337.688439E-03
-4.770000E-03,+333.668338E-03,+333.668338E-03
