x-axis,1,2
second,Volt,Volt
-50.02000E-03,,
-49.97000E-03,-54.27136E-03,+384.86934E-03
-49.92000E-03,-80.40201E-03,+364.76884E-03
-49.87000E-03,-104.52261E-03,+356.72864E-03
-49.82000E-03,-124.62311E-03,+340.64824E-03
-49.77000E-03,-144.72362E-03,+324.56784E-03
-49.72000E-03,-168.84422E-03,+308.48743E-03
-49.67000E-03,-184.92462E-03,+298.43718E-03
-49.62000E-03,-205.02512E-03,+276.32663E-03
-49.57000E-03,-233.16583E-03,+260.24623E-03
-49.52000E-03,-249.24623E-03,+244.16583E-03
-49.47000E-03,-265.32663E-03,+236.12563E-03
-49.42000E-03,-285.42713E-03,+207.98492E-03
-49.37000E-03,-307.53769E-03,+195.92462E-03
-49.32000E-03,-321.60804E-03,+171.80402E-03
-49.27000E-03,-343.71859E-03,+163.76382E-03
-49.22000E-03,-357.78894E-03,+139.64321E-03
-49.17000E-03,-383.91959E-03,+117.53266E-03
-49.12000E-03,-393.96985E-03,+91.40201E-03
-49.07000E-03,-412.06030E-03,+87.38191E-03
-49.02000E-03,-430.15075E-03,+67.28141E-03
-48.97000E-03,-446.23115E-03,+35.12060E-03
-48.92000E-03,-450.25125E-03,+11.00000E-03
-48.87000E-03,-466.33165E-03,+4.96985E-03
-48.82000E-03,-482.41206E-03,-13.12060E-03
-48.77000E-03,-488.44221E-03,-29.20100E-03
-48.72000E-03,-506.53266E-03,-53.32161E-03
-48.67000E-03,-506.53266E-03,-69.40201E-03
-48.62000E-03,-522.61306E-03,-85.48241E-03
-48.57000E-03,-530.65326E-03,-117.64321E-03
-48.52000E-03,-530.65326E-03,-125.68342E-03
-48.47000E-03,-540.70351E-03,-155.83417E-03
-48.42000E-03,-542.71356E-03,-169.90452E-03
-48.37000E-03,-554.77386E-03,-190.00502E-03
-48.32000E-03,-554.77386E-03,-198.04522E-03
-48.27000E-03,-560.80401E-03,-228.19598E-03
-48.22000E-03,-550.75376E-03,-242.26633E-03
-48.17000E-03,-560.80401E-03,-258.34673E-03
-48.12000E-03,-554.77386E-03,-270.40703E-03
-48.07000E-03,-548.74371E-03,-294.52763E-03
-48.02000E-03,-550.75376E-03,-310.60804E-03
-47.97000E-03,-546.73366E-03,-312.61809E-03
-47.92000E-03,-546.73366E-03,-342.76884E-03
-47.87000E-03,-546.73366E-03,-350.80904E-03
-47.82000E-03,-538.69346E-03,-366.88944E-03
-47.77000E-03,-532.66331E-03,-376.93969E-03
-47.72000E-03,-530.65326E-03,-391.01005E-03
